id,date,year_week,product_number,reporterhq_id,prod_category,specs,display_size,segment,sales_units,inventory_units
202316-172725,2023-04-22,202316,172725,12,Goku,163423,15.6,Gaming,10.0,17.0
202316-172725,2023-04-22,202316,172725,15,Goku,163423,15.6,Gaming,16.0,118.0
202316-172725,2023-04-22,202316,172725,93,Goku,163423,15.6,Gaming,0.0,33.0
202317-172725,2023-04-29,202317,172725,12,Goku,163423,15.6,Gaming,1.0,16.0
202317-172725,2023-04-29,202317,172725,15,Goku,163423,15.6,Gaming,4.0,135.0
202317-172725,2023-04-29,202317,172725,93,Goku,163423,15.6,Gaming,7.0,23.0
202318-172725,2023-05-06,202318,172725,12,Goku,163423,15.6,Gaming,0.0,26.0
202318-172725,2023-05-06,202318,172725,15,Goku,163423,15.6,Gaming,29.0,91.0
202318-172725,2023-05-06,202318,172725,93,Goku,163423,15.6,Gaming,0.0,27.0
202142-175686,2021-10-23,202142,175686,78,Goku,56086,17.3,Gaming,4.0,42.0
202143-175686,2021-10-30,202143,175686,78,Goku,56086,17.3,Gaming,,21.0
202144-175686,2021-11-06,202144,175686,78,Goku,56086,17.3,Gaming,4.0,15.0
202145-175686,2021-11-13,202145,175686,78,Goku,56086,17.3,Gaming,0.0,18.0
202146-175686,2021-11-20,202146,175686,78,Goku,56086,17.3,Gaming,0.0,33.0
202147-175686,2021-11-27,202147,175686,78,Goku,56086,17.3,Gaming,0.0,33.0
202148-175686,2021-12-04,202148,175686,78,Goku,56086,17.3,Gaming,1.0,53.0
202149-175686,2021-12-11,202149,175686,78,Goku,56086,17.3,Gaming,0.0,106.0
202150-175686,2021-12-18,202150,175686,78,Goku,56086,17.3,Gaming,0.0,157.0
202151-175686,2021-12-25,202151,175686,78,Goku,56086,17.3,Gaming,30.0,111.0
202152-175686,2022-01-01,202152,175686,78,Goku,56086,17.3,Gaming,3.0,130.0
202201-175686,2022-01-08,202201,175686,78,Goku,56086,17.3,Gaming,23.0,95.0
202202-175686,2022-01-15,202202,175686,78,Goku,56086,17.3,Gaming,23.0,62.0
202203-175686,2022-01-22,202203,175686,78,Goku,56086,17.3,Gaming,13.0,42.0
202204-175686,2022-01-29,202204,175686,78,Goku,56086,17.3,Gaming,7.0,31.0
202205-175686,2022-02-05,202205,175686,78,Goku,56086,17.3,Gaming,53.0,21.0
202206-175686,2022-02-12,202206,175686,78,Goku,56086,17.3,Gaming,27.0,26.0
202207-175686,2022-02-19,202207,175686,78,Goku,56086,17.3,Gaming,103.0,19.0
202208-175686,2022-02-26,202208,175686,78,Goku,56086,17.3,Gaming,40.0,25.0
202208-175686,2022-02-26,202208,175686,93,Goku,56086,17.3,Gaming,0.0,122.0
202209-175686,2022-03-05,202209,175686,78,Goku,56086,17.3,Gaming,106.0,48.0
202209-175686,2022-03-05,202209,175686,93,Goku,56086,17.3,Gaming,0.0,193.0
202210-175686,2022-03-12,202210,175686,78,Goku,56086,17.3,Gaming,68.0,100.0
202210-175686,2022-03-12,202210,175686,93,Goku,56086,17.3,Gaming,146.0,136.0
202211-175686,2022-03-19,202211,175686,78,Goku,56086,17.3,Gaming,121.0,108.0
202211-175686,2022-03-19,202211,175686,93,Goku,56086,17.3,Gaming,163.0,73.0
202212-175686,2022-03-26,202212,175686,78,Goku,56086,17.3,Gaming,66.0,131.0
202212-175686,2022-03-26,202212,175686,93,Goku,56086,17.3,Gaming,33.0,55.0
202213-175686,2022-04-02,202213,175686,78,Goku,56086,17.3,Gaming,0.0,160.0
202213-175686,2022-04-02,202213,175686,93,Goku,56086,17.3,Gaming,0.0,62.0
202214-175686,2022-04-09,202214,175686,78,Goku,56086,17.3,Gaming,0.0,229.0
202214-175686,2022-04-09,202214,175686,93,Goku,56086,17.3,Gaming,0.0,77.0
202215-175686,2022-04-16,202215,175686,78,Goku,56086,17.3,Gaming,22.0,197.0
202215-175686,2022-04-16,202215,175686,93,Goku,56086,17.3,Gaming,20.0,48.0
202216-175686,2022-04-23,202216,175686,78,Goku,56086,17.3,Gaming,0.0,225.0
202216-175686,2022-04-23,202216,175686,93,Goku,56086,17.3,Gaming,0.0,50.0
202217-175686,2022-04-30,202217,175686,78,Goku,56086,17.3,Gaming,0.0,238.0
202217-175686,2022-04-30,202217,175686,93,Goku,56086,17.3,Gaming,0.0,61.0
202218-175686,2022-05-07,202218,175686,78,Goku,56086,17.3,Gaming,0.0,262.0
202219-175686,2022-05-14,202219,175686,78,Goku,56086,17.3,Gaming,26.0,225.0
202219-175686,2022-05-14,202219,175686,93,Goku,56086,17.3,Gaming,16.0,72.0
202220-175686,2022-05-21,202220,175686,78,Goku,56086,17.3,Gaming,31.0,178.0
202220-175686,2022-05-21,202220,175686,93,Goku,56086,17.3,Gaming,65.0,43.0
202221-175686,2022-05-28,202221,175686,78,Goku,56086,17.3,Gaming,18.0,150.0
202221-175686,2022-05-28,202221,175686,93,Goku,56086,17.3,Gaming,18.0,40.0
202222-175686,2022-06-04,202222,175686,78,Goku,56086,17.3,Gaming,42.0,87.0
202223-175686,2022-06-11,202223,175686,78,Goku,56086,17.3,Gaming,7.0,77.0
202223-175686,2022-06-11,202223,175686,93,Goku,56086,17.3,Gaming,18.0,18.0
202224-175686,2022-06-18,202224,175686,78,Goku,56086,17.3,Gaming,16.0,53.0
202224-175686,2022-06-18,202224,175686,93,Goku,56086,17.3,Gaming,7.0,7.0
202225-175686,2022-06-25,202225,175686,78,Goku,56086,17.3,Gaming,0.0,62.0
202225-175686,2022-06-25,202225,175686,93,Goku,56086,17.3,Gaming,2.0,3.0
202226-175686,2022-07-02,202226,175686,78,Goku,56086,17.3,Gaming,0.0,109.0
202226-175686,2022-07-02,202226,175686,93,Goku,56086,17.3,Gaming,1.0,1.0
202227-175686,2022-07-09,202227,175686,78,Goku,56086,17.3,Gaming,38.0,53.0
202228-175686,2022-07-16,202228,175686,78,Goku,56086,17.3,Gaming,18.0,29.0
202229-175686,2022-07-23,202229,175686,78,Goku,56086,17.3,Gaming,4.0,24.0
202230-175686,2022-07-30,202230,175686,78,Goku,56086,17.3,Gaming,5.0,34.0
202231-175686,2022-08-06,202231,175686,78,Goku,56086,17.3,Gaming,0.0,38.0
202231-175686,2022-08-06,202231,175686,93,Goku,56086,17.3,Gaming,0.0,1.0
202232-175686,2022-08-13,202232,175686,78,Goku,56086,17.3,Gaming,5.0,66.0
202232-175686,2022-08-13,202232,175686,93,Goku,56086,17.3,Gaming,0.0,4.0
202233-175686,2022-08-20,202233,175686,78,Goku,56086,17.3,Gaming,2.0,135.0
202233-175686,2022-08-20,202233,175686,93,Goku,56086,17.3,Gaming,0.0,
202234-175686,2022-08-27,202234,175686,78,Goku,56086,17.3,Gaming,16.0,111.0
202234-175686,2022-08-27,202234,175686,93,Goku,56086,17.3,Gaming,0.0,14.0
202235-175686,2022-09-03,202235,175686,78,Goku,56086,17.3,Gaming,26.0,72.0
202235-175686,2022-09-03,202235,175686,93,Goku,56086,17.3,Gaming,6.0,6.0
202236-175686,2022-09-10,202236,175686,78,Goku,56086,17.3,Gaming,8.0,60.0
202236-175686,2022-09-10,202236,175686,93,Goku,56086,17.3,Gaming,3.0,3.0
202237-175686,2022-09-17,202237,175686,78,Goku,56086,17.3,Gaming,4.0,85.0
202237-175686,2022-09-17,202237,175686,93,Goku,56086,17.3,Gaming,0.0,3.0
202238-175686,2022-09-24,202238,175686,78,Goku,56086,17.3,Gaming,0.0,161.0
202238-175686,2022-09-24,202238,175686,93,Goku,56086,17.3,Gaming,0.0,6.0
202239-175686,2022-10-01,202239,175686,78,Goku,56086,17.3,Gaming,43.0,96.0
202239-175686,2022-10-01,202239,175686,93,Goku,56086,17.3,Gaming,,12.0
202240-175686,2022-10-08,202240,175686,78,Goku,56086,17.3,Gaming,27.0,57.0
202240-175686,2022-10-08,202240,175686,93,Goku,56086,17.3,Gaming,4.0,26.0
202241-175686,2022-10-15,202241,175686,78,Goku,56086,17.3,Gaming,2.0,
202242-175686,2022-10-22,202242,175686,78,Goku,56086,17.3,Gaming,0.0,81.0
202242-175686,2022-10-22,202242,175686,93,Goku,56086,17.3,Gaming,1.0,56.0
202243-175686,2022-10-29,202243,175686,78,Goku,56086,17.3,Gaming,18.0,69.0
202243-175686,2022-10-29,202243,175686,93,Goku,56086,17.3,Gaming,0.0,120.0
202244-175686,2022-11-05,202244,175686,78,Goku,56086,17.3,Gaming,13.0,98.0
202244-175686,2022-11-05,202244,175686,93,Goku,56086,17.3,Gaming,1.0,152.0
202245-175686,2022-11-12,202245,175686,78,Goku,56086,17.3,Gaming,17.0,114.0
202245-175686,2022-11-12,202245,175686,93,Goku,56086,17.3,Gaming,0.0,185.0
202246-175686,2022-11-19,202246,175686,78,Goku,56086,17.3,Gaming,23.0,98.0
202247-175686,2022-11-26,202247,175686,78,Goku,56086,17.3,Gaming,41.0,
202248-175686,2022-12-03,202248,175686,78,Goku,56086,17.3,Gaming,0.0,63.0
202249-175686,2022-12-10,202249,175686,78,Goku,56086,17.3,Gaming,10.0,47.0
202249-175686,2022-12-10,202249,175686,93,Goku,56086,17.3,Gaming,49.0,115.0
202250-175686,2022-12-17,202250,175686,15,Goku,56086,17.3,Gaming,121.0,76.0
202250-175686,2022-12-17,202250,175686,78,Goku,56086,17.3,Gaming,16.0,23.0
202250-175686,2022-12-17,202250,175686,93,Goku,56086,17.3,Gaming,20.0,85.0
202251-175686,2022-12-24,202251,175686,15,Goku,56086,17.3,Gaming,27.0,42.0
202251-175686,2022-12-24,202251,175686,78,Goku,56086,17.3,Gaming,7.0,12.0
202252-175686,2022-12-31,202252,175686,15,Goku,56086,17.3,Gaming,6.0,33.0
202252-175686,2022-12-31,202252,175686,78,Goku,56086,17.3,Gaming,12.0,10.0
202252-175686,2022-12-31,202252,175686,93,Goku,56086,17.3,Gaming,2.0,88.0
202301-175686,2023-01-07,202301,175686,15,Goku,56086,17.3,Gaming,0.0,44.0
202301-175686,2023-01-07,202301,175686,78,Goku,56086,17.3,Gaming,18.0,9.0
202302-175686,2023-01-14,202302,175686,15,Goku,56086,17.3,Gaming,22.0,26.0
202302-175686,2023-01-14,202302,175686,78,Goku,56086,17.3,Gaming,2.0,13.0
202302-175686,2023-01-14,202302,175686,93,Goku,56086,17.3,Gaming,10.0,72.0
202303-175686,2023-01-21,202303,175686,15,Goku,56086,17.3,Gaming,0.0,25.0
202303-175686,2023-01-21,202303,175686,78,Goku,56086,17.3,Gaming,0.0,26.0
202304-175686,2023-01-28,202304,175686,15,Goku,56086,17.3,Gaming,0.0,40.0
202304-175686,2023-01-28,202304,175686,78,Goku,56086,17.3,Gaming,3.0,54.0
202304-175686,2023-01-28,202304,175686,93,Goku,56086,17.3,Gaming,27.0,35.0
202305-175686,2023-02-04,202305,175686,15,Goku,56086,17.3,Gaming,10.0,24.0
202305-175686,2023-02-04,202305,175686,78,Goku,56086,17.3,Gaming,0.0,114.0
202306-175686,2023-02-11,202306,175686,15,Goku,56086,17.3,Gaming,43.0,23.0
202306-175686,2023-02-11,202306,175686,78,Goku,56086,17.3,Gaming,35.0,61.0
202306-175686,2023-02-11,202306,175686,93,Goku,56086,17.3,Gaming,10.0,19.0
202307-175686,2023-02-18,202307,175686,15,Goku,56086,17.3,Gaming,0.0,37.0
202307-175686,2023-02-18,202307,175686,78,Goku,56086,17.3,Gaming,12.0,43.0
202307-175686,2023-02-18,202307,175686,93,Goku,56086,17.3,Gaming,2.0,16.0
202308-175686,2023-02-25,202308,175686,15,Goku,56086,17.3,Gaming,0.0,74.0
202308-175686,2023-02-25,202308,175686,78,Goku,56086,17.3,Gaming,0.0,52.0
202308-175686,2023-02-25,202308,175686,93,Goku,56086,17.3,Gaming,6.0,14.0
202309-175686,2023-03-04,202309,175686,15,Goku,56086,17.3,Gaming,0.0,132.0
202309-175686,2023-03-04,202309,175686,78,Goku,56086,17.3,Gaming,3.0,48.0
202309-175686,2023-03-04,202309,175686,93,Goku,56086,17.3,Gaming,0.0,21.0
202310-175686,2023-03-11,202310,175686,15,Goku,56086,17.3,Gaming,35.0,85.0
202310-175686,2023-03-11,202310,175686,78,Goku,56086,17.3,Gaming,2.0,44.0
202310-175686,2023-03-11,202310,175686,93,Goku,56086,17.3,Gaming,0.0,43.0
202311-175686,2023-03-18,202311,175686,15,Goku,56086,17.3,Gaming,6.0,75.0
202311-175686,2023-03-18,202311,175686,78,Goku,56086,17.3,Gaming,,65.0
202311-175686,2023-03-18,202311,175686,93,Goku,56086,17.3,Gaming,2.0,91.0
202312-175686,2023-03-25,202312,175686,15,Goku,56086,17.3,Gaming,49.0,111.0
202312-175686,2023-03-25,202312,175686,78,Goku,56086,17.3,Gaming,23.0,31.0
202312-175686,2023-03-25,202312,175686,93,Goku,56086,17.3,Gaming,16.0,78.0
202313-175686,2023-04-01,202313,175686,15,Goku,56086,17.3,Gaming,7.0,188.0
202313-175686,2023-04-01,202313,175686,78,Goku,56086,17.3,Gaming,12.0,16.0
202313-175686,2023-04-01,202313,175686,93,Goku,56086,17.3,Gaming,0.0,102.0
202314-175686,2023-04-08,202314,175686,15,Goku,56086,17.3,Gaming,35.0,135.0
202314-175686,2023-04-08,202314,175686,78,Goku,56086,17.3,Gaming,3.0,11.0
202314-175686,2023-04-08,202314,175686,93,Goku,56086,17.3,Gaming,5.0,157.0
202315-175686,2023-04-15,202315,175686,15,Goku,56086,17.3,Gaming,28.0,92.0
202315-175686,2023-04-15,202315,175686,78,Goku,56086,17.3,Gaming,0.0,13.0
202315-175686,2023-04-15,202315,175686,93,Goku,56086,17.3,Gaming,11.0,148.0
202316-175686,2023-04-22,202316,175686,15,Goku,56086,17.3,Gaming,48.0,44.0
202316-175686,2023-04-22,202316,175686,78,Goku,56086,17.3,Gaming,2.0,24.0
202316-175686,2023-04-22,202316,175686,93,Goku,56086,17.3,Gaming,23.0,113.0
202317-175686,2023-04-29,202317,175686,15,Goku,56086,17.3,Gaming,17.0,23.0
202317-175686,2023-04-29,202317,175686,78,Goku,56086,17.3,Gaming,2.0,49.0
202317-175686,2023-04-29,202317,175686,93,Goku,56086,17.3,Gaming,11.0,
202318-175686,2023-05-06,202318,175686,15,Goku,56086,17.3,Gaming,18.0,18.0
202318-175686,2023-05-06,202318,175686,78,Goku,56086,17.3,Gaming,0.0,104.0
202318-175686,2023-05-06,202318,175686,93,Goku,56086,17.3,Gaming,0.0,129.0
202142-177660,2021-10-23,202142,177660,78,Goku,58020,17.3,Gaming,14.0,201.0
202143-177660,2021-10-30,202143,177660,78,Goku,58020,17.3,Gaming,38.0,165.0
202144-177660,2021-11-06,202144,177660,78,Goku,58020,17.3,Gaming,14.0,209.0
202145-177660,2021-11-13,202145,177660,78,Goku,58020,17.3,Gaming,,137.0
202146-177660,2021-11-20,202146,177660,78,Goku,58020,17.3,Gaming,14.0,146.0
202147-177660,2021-11-27,202147,177660,78,Goku,58020,17.3,Gaming,52.0,88.0
202148-177660,2021-12-04,202148,177660,78,Goku,58020,17.3,Gaming,32.0,60.0
202149-177660,2021-12-11,202149,177660,78,Goku,58020,17.3,Gaming,15.0,69.0
202150-177660,2021-12-18,202150,177660,78,Goku,58020,17.3,Gaming,14.0,112.0
202151-177660,2021-12-25,202151,177660,78,Goku,58020,17.3,Gaming,16.0,114.0
202152-177660,2022-01-01,202152,177660,78,Goku,58020,17.3,Gaming,56.0,53.0
202201-177660,2022-01-08,202201,177660,78,Goku,58020,17.3,Gaming,33.0,25.0
202202-177660,2022-01-15,202202,177660,78,Goku,58020,17.3,Gaming,22.0,14.0
202203-177660,2022-01-22,202203,177660,78,Goku,58020,17.3,Gaming,15.0,12.0
202204-177660,2022-01-29,202204,177660,78,Goku,58020,17.3,Gaming,15.0,21.0
202205-177660,2022-02-05,202205,177660,78,Goku,58020,17.3,Gaming,14.0,43.0
202206-177660,2022-02-12,202206,177660,78,Goku,58020,17.3,Gaming,16.0,92.0
202207-177660,2022-02-19,202207,177660,78,Goku,58020,17.3,Gaming,24.0,
202208-177660,2022-02-26,202208,177660,78,Goku,58020,17.3,Gaming,,80.0
202209-177660,2022-03-05,202209,177660,78,Goku,58020,17.3,Gaming,15.0,78.0
202210-177660,2022-03-12,202210,177660,78,Goku,58020,17.3,Gaming,36.0,50.0
202211-177660,2022-03-19,202211,177660,78,Goku,58020,17.3,Gaming,14.0,51.0
202212-177660,2022-03-26,202212,177660,78,Goku,58020,17.3,Gaming,14.0,
202213-177660,2022-04-02,202213,177660,78,Goku,58020,17.3,Gaming,42.0,48.0
202214-177660,2022-04-09,202214,177660,78,Goku,58020,17.3,Gaming,18.0,43.0
202215-177660,2022-04-16,202215,177660,78,Goku,58020,17.3,Gaming,121.0,63.0
202216-177660,2022-04-23,202216,177660,78,Goku,58020,17.3,Gaming,36.0,29.0
202217-177660,2022-04-30,202217,177660,78,Goku,58020,17.3,Gaming,24.0,
202218-177660,2022-05-07,202218,177660,78,Goku,58020,17.3,Gaming,5.0,5.0
202219-177660,2022-05-14,202219,177660,78,Goku,58020,17.3,Gaming,18.0,2.0
202220-177660,2022-05-21,202220,177660,78,Goku,58020,17.3,Gaming,19.0,0.0
202221-177660,2022-05-28,202221,177660,78,Goku,58020,17.3,Gaming,14.0,1.0
202222-177660,2022-06-04,202222,177660,78,Goku,58020,17.3,Gaming,22.0,2.0
202223-177660,2022-06-11,202223,177660,78,Goku,58020,17.3,Gaming,15.0,6.0
202224-177660,2022-06-18,202224,177660,15,Goku,58020,17.3,Gaming,0.0,52.0
202224-177660,2022-06-18,202224,177660,78,Goku,58020,17.3,Gaming,14.0,15.0
202225-177660,2022-06-25,202225,177660,15,Goku,58020,17.3,Gaming,60.0,72.0
202225-177660,2022-06-25,202225,177660,78,Goku,58020,17.3,Gaming,18.0,
202226-177660,2022-07-02,202226,177660,15,Goku,58020,17.3,Gaming,128.0,62.0
202226-177660,2022-07-02,202226,177660,78,Goku,58020,17.3,Gaming,14.0,74.0
202227-177660,2022-07-09,202227,177660,15,Goku,58020,17.3,Gaming,0.0,86.0
202227-177660,2022-07-09,202227,177660,78,Goku,58020,17.3,Gaming,19.0,66.0
202228-177660,2022-07-16,202228,177660,15,Goku,58020,17.3,Gaming,0.0,161.0
202228-177660,2022-07-16,202228,177660,78,Goku,58020,17.3,Gaming,27.0,46.0
202229-177660,2022-07-23,202229,177660,15,Goku,58020,17.3,Gaming,46.0,91.0
202229-177660,2022-07-23,202229,177660,78,Goku,58020,17.3,Gaming,14.0,55.0
202230-177660,2022-07-30,202230,177660,15,Goku,58020,17.3,Gaming,18.0,63.0
202230-177660,2022-07-30,202230,177660,78,Goku,58020,17.3,Gaming,14.0,70.0
202231-177660,2022-08-06,202231,177660,15,Goku,58020,17.3,Gaming,29.0,72.0
202231-177660,2022-08-06,202231,177660,78,Goku,58020,17.3,Gaming,19.0,127.0
202232-177660,2022-08-13,202232,177660,15,Goku,58020,17.3,Gaming,,124.0
202232-177660,2022-08-13,202232,177660,78,Goku,58020,17.3,Gaming,52.0,69.0
202233-177660,2022-08-20,202233,177660,15,Goku,58020,17.3,Gaming,0.0,130.0
202233-177660,2022-08-20,202233,177660,78,Goku,58020,17.3,Gaming,30.0,52.0
202234-177660,2022-08-27,202234,177660,15,Goku,58020,17.3,Gaming,37.0,74.0
202234-177660,2022-08-27,202234,177660,78,Goku,58020,17.3,Gaming,14.0,67.0
202235-177660,2022-09-03,202235,177660,15,Goku,58020,17.3,Gaming,14.0,63.0
202235-177660,2022-09-03,202235,177660,78,Goku,58020,17.3,Gaming,14.0,81.0
202236-177660,2022-09-10,202236,177660,15,Goku,58020,17.3,Gaming,52.0,52.0
202236-177660,2022-09-10,202236,177660,78,Goku,58020,17.3,Gaming,15.0,144.0
202237-177660,2022-09-17,202237,177660,15,Goku,58020,17.3,Gaming,,72.0
202237-177660,2022-09-17,202237,177660,78,Goku,58020,17.3,Gaming,35.0,112.0
202238-177660,2022-09-24,202238,177660,15,Goku,58020,17.3,Gaming,0.0,73.0
202238-177660,2022-09-24,202238,177660,78,Goku,58020,17.3,Gaming,42.0,77.0
202239-177660,2022-10-01,202239,177660,15,Goku,58020,17.3,Gaming,0.0,81.0
202239-177660,2022-10-01,202239,177660,78,Goku,58020,17.3,Gaming,40.0,37.0
202240-177660,2022-10-08,202240,177660,15,Goku,58020,17.3,Gaming,10.0,65.0
202240-177660,2022-10-08,202240,177660,78,Goku,58020,17.3,Gaming,28.0,19.0
202241-177660,2022-10-15,202241,177660,15,Goku,58020,17.3,Gaming,4.0,73.0
202241-177660,2022-10-15,202241,177660,78,Goku,58020,17.3,Gaming,16.0,15.0
202242-177660,2022-10-22,202242,177660,15,Goku,58020,17.3,Gaming,73.0,124.0
202242-177660,2022-10-22,202242,177660,78,Goku,58020,17.3,Gaming,15.0,20.0
202243-177660,2022-10-29,202243,177660,15,Goku,58020,17.3,Gaming,45.0,64.0
202243-177660,2022-10-29,202243,177660,78,Goku,58020,17.3,Gaming,14.0,39.0
202244-177660,2022-11-05,202244,177660,15,Goku,58020,17.3,Gaming,70.0,41.0
202244-177660,2022-11-05,202244,177660,78,Goku,58020,17.3,Gaming,14.0,81.0
202245-177660,2022-11-12,202245,177660,15,Goku,58020,17.3,Gaming,34.0,45.0
202245-177660,2022-11-12,202245,177660,78,Goku,58020,17.3,Gaming,37.0,50.0
202246-177660,2022-11-19,202246,177660,15,Goku,58020,17.3,Gaming,0.0,76.0
202246-177660,2022-11-19,202246,177660,78,Goku,58020,17.3,Gaming,14.0,50.0
202247-177660,2022-11-26,202247,177660,15,Goku,58020,17.3,Gaming,3.0,80.0
202247-177660,2022-11-26,202247,177660,78,Goku,58020,17.3,Gaming,16.0,79.0
202248-177660,2022-12-03,202248,177660,15,Goku,58020,17.3,Gaming,5.0,72.0
202248-177660,2022-12-03,202248,177660,78,Goku,58020,17.3,Gaming,14.0,
202249-177660,2022-12-10,202249,177660,15,Goku,58020,17.3,Gaming,131.0,43.0
202249-177660,2022-12-10,202249,177660,78,Goku,58020,17.3,Gaming,46.0,109.0
202250-177660,2022-12-17,202250,177660,15,Goku,58020,17.3,Gaming,78.0,26.0
202250-177660,2022-12-17,202250,177660,78,Goku,58020,17.3,Gaming,14.0,126.0
202251-177660,2022-12-24,202251,177660,15,Goku,58020,17.3,Gaming,1.0,25.0
202251-177660,2022-12-24,202251,177660,78,Goku,58020,17.3,Gaming,14.0,169.0
202252-177660,2022-12-31,202252,177660,15,Goku,58020,17.3,Gaming,0.0,40.0
202252-177660,2022-12-31,202252,177660,78,Goku,58020,17.3,Gaming,66.0,90.0
202301-177660,2023-01-07,202301,177660,15,Goku,58020,17.3,Gaming,66.0,38.0
202301-177660,2023-01-07,202301,177660,78,Goku,58020,17.3,Gaming,44.0,63.0
202302-177660,2023-01-14,202302,177660,15,Goku,58020,17.3,Gaming,129.0,26.0
202302-177660,2023-01-14,202302,177660,78,Goku,58020,17.3,Gaming,39.0,30.0
202303-177660,2023-01-21,202303,177660,15,Goku,58020,17.3,Gaming,4.0,19.0
202303-177660,2023-01-21,202303,177660,78,Goku,58020,17.3,Gaming,22.0,17.0
202304-177660,2023-01-28,202304,177660,15,Goku,58020,17.3,Gaming,115.0,23.0
202304-177660,2023-01-28,202304,177660,78,Goku,58020,17.3,Gaming,15.0,15.0
202305-177660,2023-02-04,202305,177660,15,Goku,58020,17.3,Gaming,0.0,27.0
202305-177660,2023-02-04,202305,177660,78,Goku,58020,17.3,Gaming,14.0,23.0
202306-177660,2023-02-11,202306,177660,15,Goku,58020,17.3,Gaming,0.0,49.0
202306-177660,2023-02-11,202306,177660,78,Goku,58020,17.3,Gaming,21.0,45.0
202307-177660,2023-02-18,202307,177660,15,Goku,58020,17.3,Gaming,18.0,22.0
202307-177660,2023-02-18,202307,177660,78,Goku,58020,17.3,Gaming,30.0,21.0
202308-177660,2023-02-25,202308,177660,15,Goku,58020,17.3,Gaming,8.0,10.0
202308-177660,2023-02-25,202308,177660,78,Goku,58020,17.3,Gaming,20.0,11.0
202309-177660,2023-03-04,202309,177660,15,Goku,58020,17.3,Gaming,3.0,5.0
202309-177660,2023-03-04,202309,177660,78,Goku,58020,17.3,Gaming,16.0,8.0
202310-177660,2023-03-11,202310,177660,15,Goku,58020,17.3,Gaming,54.0,5.0
202310-177660,2023-03-11,202310,177660,78,Goku,58020,17.3,Gaming,15.0,13.0
202311-177660,2023-03-18,202311,177660,15,Goku,58020,17.3,Gaming,0.0,8.0
202311-177660,2023-03-18,202311,177660,78,Goku,58020,17.3,Gaming,16.0,26.0
202312-177660,2023-03-25,202312,177660,15,Goku,58020,17.3,Gaming,0.0,18.0
202312-177660,2023-03-25,202312,177660,78,Goku,58020,17.3,Gaming,21.0,32.0
202313-177660,2023-04-01,202313,177660,15,Goku,58020,17.3,Gaming,23.0,39.0
202313-177660,2023-04-01,202313,177660,78,Goku,58020,17.3,Gaming,14.0,36.0
202314-177660,2023-04-08,202314,177660,15,Goku,58020,17.3,Gaming,12.0,20.0
202314-177660,2023-04-08,202314,177660,78,Goku,58020,17.3,Gaming,14.0,63.0
202315-177660,2023-04-15,202315,177660,15,Goku,58020,17.3,Gaming,3.0,15.0
202315-177660,2023-04-15,202315,177660,78,Goku,58020,17.3,Gaming,17.0,127.0
202316-177660,2023-04-22,202316,177660,15,Goku,58020,17.3,Gaming,8.0,20.0
202316-177660,2023-04-22,202316,177660,78,Goku,58020,17.3,Gaming,,81.0
202317-177660,2023-04-29,202317,177660,15,Goku,58020,17.3,Gaming,0.0,38.0
202317-177660,2023-04-29,202317,177660,78,Goku,58020,17.3,Gaming,14.0,83.0
202318-177660,2023-05-06,202318,177660,15,Goku,58020,17.3,Gaming,0.0,78.0
202318-177660,2023-05-06,202318,177660,78,Goku,58020,17.3,Gaming,16.0,
202206-182595,2022-02-12,202206,182595,24,Clover,84129,17.3,Core,0.0,47.0
202207-182595,2022-02-19,202207,182595,24,Clover,84129,17.3,Core,3.0,79.0
202208-182595,2022-02-26,202208,182595,3,Clover,84129,17.3,Core,24.0,41.0
202208-182595,2022-02-26,202208,182595,24,Clover,84129,17.3,Core,15.0,158.0
202209-182595,2022-03-05,202209,182595,3,Clover,84129,17.3,Core,49.0,54.0
202209-182595,2022-03-05,202209,182595,24,Clover,84129,17.3,Core,21.0,155.0
202210-182595,2022-03-12,202210,182595,3,Clover,84129,17.3,Core,13.0,64.0
202210-182595,2022-03-12,202210,182595,24,Clover,84129,17.3,Core,60.0,82.0
202211-182595,2022-03-19,202211,182595,3,Clover,84129,17.3,Core,28.0,41.0
202211-182595,2022-03-19,202211,182595,24,Clover,84129,17.3,Core,29.0,59.0
202212-182595,2022-03-26,202212,182595,3,Clover,84129,17.3,Core,25.0,43.0
202212-182595,2022-03-26,202212,182595,24,Clover,84129,17.3,Core,19.0,70.0
202213-182595,2022-04-02,202213,182595,3,Clover,84129,17.3,Core,86.0,20.0
202213-182595,2022-04-02,202213,182595,24,Clover,84129,17.3,Core,68.0,35.0
202214-182595,2022-04-09,202214,182595,3,Clover,84129,17.3,Core,66.0,9.0
202214-182595,2022-04-09,202214,182595,24,Clover,84129,17.3,Core,46.0,22.0
202215-182595,2022-04-16,202215,182595,3,Clover,84129,17.3,Core,64.0,4.0
202215-182595,2022-04-16,202215,182595,24,Clover,84129,17.3,Core,39.0,22.0
202216-182595,2022-04-23,202216,182595,3,Clover,84129,17.3,Core,65.0,4.0
202216-182595,2022-04-23,202216,182595,24,Clover,84129,17.3,Core,,36.0
202217-182595,2022-04-30,202217,182595,3,Clover,84129,17.3,Core,49.0,6.0
202217-182595,2022-04-30,202217,182595,24,Clover,84129,17.3,Core,39.0,73.0
202218-182595,2022-05-07,202218,182595,3,Clover,84129,17.3,Core,58.0,14.0
202218-182595,2022-05-07,202218,182595,24,Clover,84129,17.3,Core,,76.0
